id,Polling Center,Polling Station,Candidate,Party_ID,Party,Votes,Municipality
1,0101X,0101X/01R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,192,Deçan
1,0101X,0101X/01R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,103,Deçan
1,0101X,0101X/01R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,14,Deçan
1,0101X,0101X/02R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,14,Deçan
1,0101X,0101X/02R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,275,Deçan
1,0101X,0101X/02R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,87,Deçan
1,0101X,0101X/02R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,13,Deçan
1,0101X,0101X/03R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,23,Deçan
1,0101X,0101X/03R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,200,Deçan
1,0101X,0101X/03R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,73,Deçan
1,0101X,0101X/03R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,12,Deçan
1,0101X,0101X/04R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0101X,0101X/04R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,253,Deçan
1,0101X,0101X/04R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,109,Deçan
1,0101X,0101X/04R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,26,Deçan
1,0101X,0101X/05R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,11,Deçan
1,0101X,0101X/05R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,267,Deçan
1,0101X,0101X/05R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,110,Deçan
1,0101X,0101X/05R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,9,Deçan
1,0101X,0101X/06R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0101X,0101X/06R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,161,Deçan
1,0101X,0101X/06R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,120,Deçan
1,0101X,0101X/06R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,15,Deçan
1,0101X,0101X/07D,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0101X,0101X/07D,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,163,Deçan
1,0101X,0101X/07D,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,68,Deçan
1,0101X,0101X/07D,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,17,Deçan
1,0102C,0102C/01R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,13,Deçan
1,0102C,0102C/01R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,136,Deçan
1,0102C,0102C/01R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,165,Deçan
1,0102C,0102C/01R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,36,Deçan
1,0102C,0102C/02R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,50,Deçan
1,0102C,0102C/02R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,127,Deçan
1,0102C,0102C/02R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,123,Deçan
1,0102C,0102C/02R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,39,Deçan
1,0102C,0102C/03R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0102C,0102C/03R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,95,Deçan
1,0102C,0102C/03R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,196,Deçan
1,0102C,0102C/03R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,9,Deçan
1,0102C,0102C/04R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,40,Deçan
1,0102C,0102C/04R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,164,Deçan
1,0102C,0102C/04R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,67,Deçan
1,0102C,0102C/04R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,27,Deçan
1,0102C,0102C/05R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,5,Deçan
1,0102C,0102C/05R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,168,Deçan
1,0102C,0102C/05R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,112,Deçan
1,0102C,0102C/05R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,19,Deçan
1,0102C,0102C/06D,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,9,Deçan
1,0102C,0102C/06D,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,134,Deçan
1,0102C,0102C/06D,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,110,Deçan
1,0102C,0102C/06D,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,11,Deçan
1,0103C,0103C/01R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,1,Deçan
1,0103C,0103C/01R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,239,Deçan
1,0103C,0103C/01R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,69,Deçan
1,0103C,0103C/01R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,48,Deçan
1,0103C,0103C/02R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,8,Deçan
1,0103C,0103C/02R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,247,Deçan
1,0103C,0103C/02R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,119,Deçan
1,0103C,0103C/02R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,25,Deçan
1,0103C,0103C/03R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,14,Deçan
1,0103C,0103C/03R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,228,Deçan
1,0103C,0103C/03R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,84,Deçan
1,0103C,0103C/03R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,10,Deçan
1,0103C,0103C/04R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,20,Deçan
1,0103C,0103C/04R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,256,Deçan
1,0103C,0103C/04R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,72,Deçan
1,0103C,0103C/04R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,26,Deçan
1,0103C,0103C/05D,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,7,Deçan
1,0103C,0103C/05D,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,149,Deçan
1,0103C,0103C/05D,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,21,Deçan
1,0103C,0103C/05D,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,21,Deçan
1,0105C,0105C/01R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,26,Deçan
1,0105C,0105C/01R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,138,Deçan
1,0105C,0105C/01R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,153,Deçan
1,0105C,0105C/01R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,40,Deçan
1,0105C,0105C/02R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,14,Deçan
1,0105C,0105C/02R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,125,Deçan
1,0105C,0105C/02R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,168,Deçan
1,0105C,0105C/02R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,37,Deçan
1,0105C,0105C/03R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,3,Deçan
1,0105C,0105C/03R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,149,Deçan
1,0105C,0105C/03R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,99,Deçan
1,0105C,0105C/03R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,98,Deçan
1,0105C,0105C/04R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,4,Deçan
1,0105C,0105C/04R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,140,Deçan
1,0105C,0105C/04R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,161,Deçan
1,0105C,0105C/04R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,14,Deçan
1,0105C,0105C/05R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,2,Deçan
1,0105C,0105C/05R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,199,Deçan
1,0105C,0105C/05R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,160,Deçan
1,0105C,0105C/05R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,16,Deçan
1,0105C,0105C/06R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,15,Deçan
1,0105C,0105C/06R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,166,Deçan
1,0105C,0105C/06R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,135,Deçan
1,0105C,0105C/06R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,24,Deçan
1,0105C,0105C/07R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,5,Deçan
1,0105C,0105C/07R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,64,Deçan
1,0105C,0105C/07R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,118,Deçan
1,0105C,0105C/07R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,13,Deçan
1,0105C,0105C/08D,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,8,Deçan
1,0105C,0105C/08D,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,67,Deçan
1,0105C,0105C/08D,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,51,Deçan
1,0105C,0105C/08D,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,28,Deçan
1,0106C,0106C/01R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,6,Deçan
1,0106C,0106C/01R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,188,Deçan
1,0106C,0106C/01R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,39,Deçan
1,0106C,0106C/01R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,7,Deçan
1,0106C,0106C/02R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,7,Deçan
1,0106C,0106C/02R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,217,Deçan
1,0106C,0106C/02R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,102,Deçan
1,0106C,0106C/02R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,8,Deçan
1,0106C,0106C/03R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,10,Deçan
1,0106C,0106C/03R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,257,Deçan
1,0106C,0106C/03R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,49,Deçan
1,0106C,0106C/03R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,41,Deçan
1,0106C,0106C/04R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,17,Deçan
1,0106C,0106C/04R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,217,Deçan
1,0106C,0106C/04R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,63,Deçan
1,0106C,0106C/04R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,27,Deçan
1,0106C,0106C/05R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0106C,0106C/05R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,202,Deçan
1,0106C,0106C/05R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,78,Deçan
1,0106C,0106C/05R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,23,Deçan
1,0106C,0106C/06R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,28,Deçan
1,0106C,0106C/06R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,262,Deçan
1,0106C,0106C/06R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,51,Deçan
1,0106C,0106C/06R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,17,Deçan
1,0106C,0106C/07R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,0,Deçan
1,0106C,0106C/07R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,207,Deçan
1,0106C,0106C/07R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,42,Deçan
1,0106C,0106C/07R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,8,Deçan
1,0106C,0106C/08D,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,16,Deçan
1,0106C,0106C/08D,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,202,Deçan
1,0106C,0106C/08D,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,46,Deçan
1,0106C,0106C/08D,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,51,Deçan
1,0108C,0108C/01R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,14,Deçan
1,0108C,0108C/01R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,89,Deçan
1,0108C,0108C/01R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,270,Deçan
1,0108C,0108C/01R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,11,Deçan
1,0108C,0108C/02R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,4,Deçan
1,0108C,0108C/02R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,111,Deçan
1,0108C,0108C/02R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,177,Deçan
1,0108C,0108C/02R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,13,Deçan
1,0108C,0108C/03R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,8,Deçan
1,0108C,0108C/03R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,88,Deçan
1,0108C,0108C/03R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,260,Deçan
1,0108C,0108C/03R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,2,Deçan
1,0108C,0108C/04R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,16,Deçan
1,0108C,0108C/04R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,108,Deçan
1,0108C,0108C/04R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,206,Deçan
1,0108C,0108C/04R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,14,Deçan
1,0108C,0108C/05R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,6,Deçan
1,0108C,0108C/05R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,61,Deçan
1,0108C,0108C/05R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,263,Deçan
1,0108C,0108C/05R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,5,Deçan
1,0108C,0108C/06R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,4,Deçan
1,0108C,0108C/06R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,120,Deçan
1,0108C,0108C/06R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,159,Deçan
1,0108C,0108C/06R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,12,Deçan
1,0108C,0108C/07D,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,4,Deçan
1,0108C,0108C/07D,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,83,Deçan
1,0108C,0108C/07D,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,119,Deçan
1,0108C,0108C/07D,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,0110C,0110C/01R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,17,Deçan
1,0110C,0110C/01R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,190,Deçan
1,0110C,0110C/01R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,74,Deçan
1,0110C,0110C/01R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,26,Deçan
1,0110C,0110C/02R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,8,Deçan
1,0110C,0110C/02R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,215,Deçan
1,0110C,0110C/02R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,98,Deçan
1,0110C,0110C/02R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,16,Deçan
1,0110C,0110C/03R,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,9,Deçan
1,0110C,0110C/03R,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,200,Deçan
1,0110C,0110C/03R,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,29,Deçan
1,0110C,0110C/03R,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,40,Deçan
1,0110C,0110C/04D,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,11,Deçan
1,0110C,0110C/04D,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,136,Deçan
1,0110C,0110C/04D,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,79,Deçan
1,0110C,0110C/04D,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,3,Deçan
1,BM101,BM101/001,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,13,Deçan
1,BM101,BM101/001,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,8,Deçan
1,BM101,BM101/001,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,BM101,BM101/001,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,2,Deçan
1,CB101,CB101/001,BILALL HADERGJONAJ,61,LËVIZJA VETËVENDOSJE!,6,Deçan
1,CB101,CB101/001,RASIM SELMANAJ,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,45,Deçan
1,CB101,CB101/001,XHEVDET HASANMETAJ,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,CB101,CB101/001,BLERIM BAJRAKTARAJ,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,22,Deçan
10,CB110,CB110/002,ARDIAN SELISHTA,61,LËVIZJA VETËVENDOSJE!,3,Kamenicë
10,1007D,1007D/01D,SHAIP SURDULLI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,21,Kamenicë
10,1007D,1007D/01D,FATMIR MATOSHI,89,AKR - ALEANCA KOSOVA E RE,64,Kamenicë
10,CB110,CB110/003,FATMIR MATOSHI,89,AKR - ALEANCA KOSOVA E RE,14,Kamenicë
10,CB110,CB110/003,LULZIM LECI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,10,Kamenicë
10,CB110,CB110/004,BEGZAD SINANI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,19,Kamenicë
10,CB110,CB110/001,BEGZAD SINANI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,42,Kamenicë
