id,Polling Center,Party_ID,Party,Acronym,Votes,Municipality
1,0104C,14,KOALICIJA VAKAT,,0,Deçan
1,0104C,15,FJALA,,1,Deçan
1,0104C,16,LËVIZJA VETËVENDOSJE!,,68,Deçan
1,0104C,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Deçan
1,0104C,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Deçan
1,0104C,19,PARTIA EUROATLANTIKE E KOSOVËS,,0,Deçan
1,0104C,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Deçan
1,0110C,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Deçan
1,0110C,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Deçan
1,0110C,19,PARTIA EUROATLANTIKE E KOSOVËS,,1,Deçan
1,0110C,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Deçan
1,0110C,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Deçan
1,0110C,22,ESMIR KASI,,1,Deçan
1,0110C,23,GRAÐANSKA İNİCİJATİVA GORE,,0,Deçan
1,0110C,24,LIDHJA DEMOKRATIKE E KOSOVËS,,187,Deçan
1,0110C,25,SRPSKA LISTA,,0,Deçan
1,0111C,1,PARTIA LIBERALE EGJIPTIANE,,2,Deçan
1,0111C,2,PARTIA DEMOKRATIKE E KOSOVËS,,65,Deçan
1,0111C,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,1,Deçan
1,0111C,4,STRANKA DEMOKRATSKE AKCIJE,,3,Deçan
1,0111C,5,PARTIJA KOSOVSKIH SRBA,,0,Deçan
1,0111C,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Deçan
1,0111C,7,POKRET ZA GORA,,0,Deçan
1,0111C,8,NOVA DEMOKRATSKA STRANKA,,1,Deçan
1,0111C,9,AAK-PSD KOALICIONI 100% KOSOVË,,618,Deçan
1,0111C,10,SLOBODA,,0,Deçan
1,0111C,11,SAMOSTALNA LIBERALNA STRANKA,,0,Deçan
1,0111C,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,12,Deçan
1,0111C,13,JEDINSTVENA GORANSKA PARTIJA,,0,Deçan
1,0111C,14,KOALICIJA VAKAT,,0,Deçan
1,0111C,15,FJALA,,1,Deçan
1,0111C,16,LËVIZJA VETËVENDOSJE!,,33,Deçan
1,0111C,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Deçan
1,0111C,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Deçan
1,0111C,19,PARTIA EUROATLANTIKE E KOSOVËS,,1,Deçan
1,0111C,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Deçan
1,0111C,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Deçan
1,0111C,22,ESMIR KASI,,0,Deçan
1,0111C,23,GRAÐANSKA İNİCİJATİVA GORE,,0,Deçan
1,0111C,24,LIDHJA DEMOKRATIKE E KOSOVËS,,109,Deçan
1,0111C,25,SRPSKA LISTA,,1,Deçan
1,0112C,1,PARTIA LIBERALE EGJIPTIANE,,0,Deçan
1,0112C,2,PARTIA DEMOKRATIKE E KOSOVËS,,28,Deçan
1,0112C,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,0,Deçan
1,0112C,4,STRANKA DEMOKRATSKE AKCIJE,,0,Deçan
1,0112C,5,PARTIJA KOSOVSKIH SRBA,,0,Deçan
1,0112C,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Deçan
1,0112C,7,POKRET ZA GORA,,0,Deçan
1,0112C,8,NOVA DEMOKRATSKA STRANKA,,1,Deçan
1,0112C,9,AAK-PSD KOALICIONI 100% KOSOVË,,301,Deçan
1,0112C,10,SLOBODA,,0,Deçan
1,0112C,11,SAMOSTALNA LIBERALNA STRANKA,,0,Deçan
1,0112C,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,10,Deçan
1,0112C,13,JEDINSTVENA GORANSKA PARTIJA,,0,Deçan
1,0112C,14,KOALICIJA VAKAT,,0,Deçan
1,0112C,15,FJALA,,0,Deçan
1,0112C,16,LËVIZJA VETËVENDOSJE!,,26,Deçan
1,0112C,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Deçan
1,0112C,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Deçan
1,0112C,19,PARTIA EUROATLANTIKE E KOSOVËS,,2,Deçan
1,0112C,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Deçan
1,0112C,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Deçan
1,0112C,22,ESMIR KASI,,0,Deçan
1,0112C,23,GRAÐANSKA İNİCİJATİVA GORE,,0,Deçan
1,0112C,24,LIDHJA DEMOKRATIKE E KOSOVËS,,69,Deçan
1,0112C,25,SRPSKA LISTA,,0,Deçan
1,0113C,1,PARTIA LIBERALE EGJIPTIANE,,0,Deçan
1,0113C,2,PARTIA DEMOKRATIKE E KOSOVËS,,45,Deçan
1,0113C,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,0,Deçan
1,0113C,4,STRANKA DEMOKRATSKE AKCIJE,,0,Deçan
1,0113C,5,PARTIJA KOSOVSKIH SRBA,,0,Deçan
1,0113C,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Deçan
1,0113C,7,POKRET ZA GORA,,0,Deçan
1,0113C,8,NOVA DEMOKRATSKA STRANKA,,1,Deçan
1,0113C,9,AAK-PSD KOALICIONI 100% KOSOVË,,438,Deçan
1,0113C,10,SLOBODA,,0,Deçan
1,0113C,11,SAMOSTALNA LIBERALNA STRANKA,,0,Deçan
1,0113C,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,7,Deçan
1,0107C,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Deçan
1,0107C,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Deçan
1,0107C,19,PARTIA EUROATLANTIKE E KOSOVËS,,1,Deçan
1,0107C,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Deçan
1,0107C,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Deçan
1,0107C,22,ESMIR KASI,,0,Deçan
1,0107C,23,GRAÐANSKA İNİCİJATİVA GORE,,0,Deçan
1,0107C,24,LIDHJA DEMOKRATIKE E KOSOVËS,,35,Deçan
1,0107C,25,SRPSKA LISTA,,0,Deçan
1,0108C,1,PARTIA LIBERALE EGJIPTIANE,,1,Deçan
1,0108C,2,PARTIA DEMOKRATIKE E KOSOVËS,,116,Deçan
1,0108C,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,1,Deçan
1,0108C,4,STRANKA DEMOKRATSKE AKCIJE,,0,Deçan
1,0108C,5,PARTIJA KOSOVSKIH SRBA,,0,Deçan
1,0108C,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,2,Deçan
1,0108C,7,POKRET ZA GORA,,0,Deçan
1,0108C,8,NOVA DEMOKRATSKA STRANKA,,0,Deçan
1,0108C,9,AAK-PSD KOALICIONI 100% KOSOVË,,624,Deçan
1,0108C,10,SLOBODA,,1,Deçan
1,0108C,11,SAMOSTALNA LIBERALNA STRANKA,,1,Deçan
1,0108C,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,22,Deçan
1,0108C,13,JEDINSTVENA GORANSKA PARTIJA,,0,Deçan
1,0108C,14,KOALICIJA VAKAT,,0,Deçan
1,0108C,15,FJALA,,0,Deçan
1,0108C,16,LËVIZJA VETËVENDOSJE!,,176,Deçan
1,0108C,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Deçan
1,0108C,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Deçan
1,0108C,19,PARTIA EUROATLANTIKE E KOSOVËS,,2,Deçan
1,0108C,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Deçan
1,0108C,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Deçan
1,0108C,22,ESMIR KASI,,0,Deçan
1,0108C,23,GRAÐANSKA İNİCİJATİVA GORE,,2,Deçan
1,0108C,24,LIDHJA DEMOKRATIKE E KOSOVËS,,587,Deçan
1,0108C,25,SRPSKA LISTA,,4,Deçan
1,0110C,1,PARTIA LIBERALE EGJIPTIANE,,3,Deçan
1,0110C,2,PARTIA DEMOKRATIKE E KOSOVËS,,39,Deçan
1,0110C,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,1,Deçan
1,0110C,4,STRANKA DEMOKRATSKE AKCIJE,,0,Deçan
1,0110C,5,PARTIJA KOSOVSKIH SRBA,,0,Deçan
1,0110C,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Deçan
1,0110C,7,POKRET ZA GORA,,0,Deçan
1,0110C,8,NOVA DEMOKRATSKA STRANKA,,2,Deçan
1,0110C,9,AAK-PSD KOALICIONI 100% KOSOVË,,772,Deçan
1,0110C,10,SLOBODA,,0,Deçan
1,0110C,11,SAMOSTALNA LIBERALNA STRANKA,,0,Deçan
1,0110C,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,29,Deçan
1,0110C,13,JEDINSTVENA GORANSKA PARTIJA,,0,Deçan
1,0110C,14,KOALICIJA VAKAT,,0,Deçan
1,0110C,15,FJALA,,1,Deçan
1,0110C,16,LËVIZJA VETËVENDOSJE!,,51,Deçan
1,BM001,13,JEDINSTVENA GORANSKA PARTIJA,,0,Deçan
1,BM001,14,KOALICIJA VAKAT,,0,Deçan
1,BM001,15,FJALA,,0,Deçan
1,BM001,16,LËVIZJA VETËVENDOSJE!,,94,Deçan
1,BM001,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Deçan
1,BM001,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Deçan
1,BM001,19,PARTIA EUROATLANTIKE E KOSOVËS,,1,Deçan
1,BM001,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Deçan
1,BM001,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Deçan
1,BM001,22,ESMIR KASI,,0,Deçan
1,BM001,23,GRAÐANSKA İNİCİJATİVA GORE,,0,Deçan
1,BM001,24,LIDHJA DEMOKRATIKE E KOSOVËS,,160,Deçan
1,BM001,25,SRPSKA LISTA,,0,Deçan
1,CB101,1,PARTIA LIBERALE EGJIPTIANE,,1,Deçan
1,CB101,2,PARTIA DEMOKRATIKE E KOSOVËS,,17,Deçan
1,CB101,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,0,Deçan
1,CB101,4,STRANKA DEMOKRATSKE AKCIJE,,0,Deçan
1,CB101,5,PARTIJA KOSOVSKIH SRBA,,0,Deçan
1,CB101,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Deçan
1,CB101,7,POKRET ZA GORA,,0,Deçan
1,CB101,8,NOVA DEMOKRATSKA STRANKA,,0,Deçan
1,CB101,9,AAK-PSD KOALICIONI 100% KOSOVË,,164,Deçan
1,CB101,10,SLOBODA,,0,Deçan
1,CB101,11,SAMOSTALNA LIBERALNA STRANKA,,0,Deçan
1,CB101,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,15,Deçan
1,CB101,13,JEDINSTVENA GORANSKA PARTIJA,,0,Deçan
1,CB101,14,KOALICIJA VAKAT,,0,Deçan
1,CB101,15,FJALA,,0,Deçan
1,CB101,16,LËVIZJA VETËVENDOSJE!,,45,Deçan
1,CB101,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Deçan
1,CB101,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Deçan
1,CB101,19,PARTIA EUROATLANTIKE E KOSOVËS,,0,Deçan
1,CB101,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Deçan
1,CB101,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,1,Deçan
1,CB101,22,ESMIR KASI,,0,Deçan
1,CB101,23,GRAÐANSKA İNİCİJATİVA GORE,,0,Deçan
1,CB101,24,LIDHJA DEMOKRATIKE E KOSOVËS,,52,Deçan
1,CB101,25,SRPSKA LISTA,,0,Deçan
1,0113C,19,PARTIA EUROATLANTIKE E KOSOVËS,,0,Deçan
1,0113C,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Deçan
1,0113C,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Deçan
1,0113C,22,ESMIR KASI,,0,Deçan
1,0113C,23,GRAÐANSKA İNİCİJATİVA GORE,,1,Deçan
1,0113C,24,LIDHJA DEMOKRATIKE E KOSOVËS,,94,Deçan
1,0113C,25,SRPSKA LISTA,,0,Deçan
1,0114C,1,PARTIA LIBERALE EGJIPTIANE,,1,Deçan
1,0114C,2,PARTIA DEMOKRATIKE E KOSOVËS,,45,Deçan
1,0114C,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,0,Deçan
1,0114C,4,STRANKA DEMOKRATSKE AKCIJE,,0,Deçan
1,0114C,5,PARTIJA KOSOVSKIH SRBA,,0,Deçan
1,0114C,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Deçan
1,0114C,7,POKRET ZA GORA,,0,Deçan
1,0114C,8,NOVA DEMOKRATSKA STRANKA,,1,Deçan
1,0114C,9,AAK-PSD KOALICIONI 100% KOSOVË,,431,Deçan
1,0114C,10,SLOBODA,,0,Deçan
1,0114C,11,SAMOSTALNA LIBERALNA STRANKA,,0,Deçan
1,0114C,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,19,Deçan
1,0114C,13,JEDINSTVENA GORANSKA PARTIJA,,0,Deçan
1,0114C,14,KOALICIJA VAKAT,,0,Deçan
1,0114C,15,FJALA,,1,Deçan
