id,Polling Center,Polling Station,Candidate,Party_ID,Party,Votes,Municipality
1,0101X,0101X/04R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,23,Deçan
1,0101X,0101X/06D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,51,Deçan
1,0101X,0101X/02R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,0101X,0101X/02R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,46,Deçan
1,0101X,0101X/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,0101X,0101X/03R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,56,Deçan
1,0101X,0101X/05R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,37,Deçan
1,0101X,0101X/04R,ISA ELEZAJ,130,ISA ELEZAJ,0,Deçan
1,0101X,0101X/01R,ISA ELEZAJ,130,ISA ELEZAJ,3,Deçan
1,0101X,0101X/06D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,1,Deçan
1,0101X,0101X/04R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,14,Deçan
1,0101X,0101X/04R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,310,Deçan
1,0101X,0101X/03R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,203,Deçan
1,0101X,0101X/06D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,23,Deçan
1,0101X,0101X/05R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,304,Deçan
1,0101X,0101X/05R,ISA ELEZAJ,130,ISA ELEZAJ,10,Deçan
1,0101X,0101X/05R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,0101X,0101X/02R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,272,Deçan
1,0101X,0101X/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,39,Deçan
1,0101X,0101X/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,37,Deçan
1,0101X,0101X/03R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,48,Deçan
1,0101X,0101X/02R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,30,Deçan
1,0101X,0101X/02R,ISA ELEZAJ,130,ISA ELEZAJ,7,Deçan
1,0101X,0101X/06D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,149,Deçan
1,0101X,0101X/03R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,3,Deçan
1,0101X,0101X/06D,ISA ELEZAJ,130,ISA ELEZAJ,0,Deçan
1,0101X,0101X/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,209,Deçan
1,0101X,0101X/05R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,41,Deçan
1,0101X,0101X/04R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,22,Deçan
1,0102C,0102C/02R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,17,Deçan
1,0102C,0102C/05D,ISA ELEZAJ,130,ISA ELEZAJ,4,Deçan
1,0102C,0102C/02R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,17,Deçan
1,0102C,0102C/04R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,261,Deçan
1,0102C,0102C/04R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,2,Deçan
1,0102C,0102C/03R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,2,Deçan
1,0102C,0102C/05D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,105,Deçan
1,0102C,0102C/03R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,95,Deçan
1,0102C,0102C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,163,Deçan
1,0102C,0102C/03R,ISA ELEZAJ,130,ISA ELEZAJ,13,Deçan
1,0102C,0102C/04R,ISA ELEZAJ,130,ISA ELEZAJ,1,Deçan
1,0102C,0102C/04R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,63,Deçan
1,0102C,0102C/05D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,0,Deçan
1,0102C,0102C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,59,Deçan
1,0102C,0102C/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,38,Deçan
1,0102C,0102C/02R,ISA ELEZAJ,130,ISA ELEZAJ,1,Deçan
1,0102C,0102C/02R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,201,Deçan
1,0102C,0102C/05D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,37,Deçan
1,0102C,0102C/04R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,35,Deçan
1,0102C,0102C/01R,ISA ELEZAJ,130,ISA ELEZAJ,5,Deçan
1,0102C,0102C/02R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,75,Deçan
1,0102C,0102C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,0102C,0102C/03R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,242,Deçan
1,0102C,0102C/05D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,156,Deçan
1,0102C,0102C/03R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,28,Deçan
1,0103C,0103C/02R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,39,Deçan
1,0103C,0103C/01R,ISA ELEZAJ,130,ISA ELEZAJ,2,Deçan
1,0103C,0103C/03R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,0,Deçan
1,0103C,0103C/04D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,240,Deçan
1,0103C,0103C/02R,ISA ELEZAJ,130,ISA ELEZAJ,5,Deçan
1,0103C,0103C/03R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,19,Deçan
1,0103C,0103C/04D,ISA ELEZAJ,130,ISA ELEZAJ,0,Deçan
1,0103C,0103C/03R,ISA ELEZAJ,130,ISA ELEZAJ,5,Deçan
1,0103C,0103C/04D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,1,Deçan
1,0103C,0103C/02R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,0,Deçan
1,0103C,0103C/02R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,45,Deçan
1,0103C,0103C/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,23,Deçan
1,0103C,0103C/04D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,15,Deçan
1,0103C,0103C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,241,Deçan
1,0103C,0103C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,9,Deçan
1,0103C,0103C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,47,Deçan
1,0103C,0103C/03R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,36,Deçan
1,0103C,0103C/03R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,224,Deçan
1,0103C,0103C/02R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,177,Deçan
1,0103C,0103C/04D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,18,Deçan
1,0104C,0104C/02R,ISA ELEZAJ,130,ISA ELEZAJ,16,Deçan
1,0104C,0104C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,146,Deçan
1,0104C,0104C/02R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,54,Deçan
1,0104C,0104C/02R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,15,Deçan
1,0104C,0104C/02R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,48,Deçan
1,0104C,0104C/03D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,106,Deçan
1,0104C,0104C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,69,Deçan
1,0104C,0104C/03D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,22,Deçan
1,0104C,0104C/01R,ISA ELEZAJ,130,ISA ELEZAJ,5,Deçan
1,0104C,0104C/02R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,135,Deçan
1,0104C,0104C/03D,ISA ELEZAJ,130,ISA ELEZAJ,11,Deçan
1,0104C,0104C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,2,Deçan
1,0104C,0104C/03D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,26,Deçan
1,0104C,0104C/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,39,Deçan
1,0104C,0104C/03D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,0,Deçan
1,0105C,0105C/04R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,1,Deçan
1,0105C,0105C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,13,Deçan
1,0105C,0105C/01R,ISA ELEZAJ,130,ISA ELEZAJ,13,Deçan
1,0105C,0105C/04R,ISA ELEZAJ,130,ISA ELEZAJ,13,Deçan
1,0105C,0105C/03R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,173,Deçan
1,0105C,0105C/05D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,0,Deçan
1,0105C,0105C/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,57,Deçan
1,0105C,0105C/05D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,63,Deçan
1,0105C,0105C/02R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,169,Deçan
1,0105C,0105C/05D,ISA ELEZAJ,130,ISA ELEZAJ,4,Deçan
1,0105C,0105C/03R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,0,Deçan
1,0105C,0105C/02R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,84,Deçan
1,0105C,0105C/04R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,116,Deçan
1,0105C,0105C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,79,Deçan
1,0105C,0105C/02R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,40,Deçan
1,0105C,0105C/02R,ISA ELEZAJ,130,ISA ELEZAJ,25,Deçan
1,0105C,0105C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,138,Deçan
1,0105C,0105C/02R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,3,Deçan
1,0105C,0105C/03R,ISA ELEZAJ,130,ISA ELEZAJ,4,Deçan
1,0105C,0105C/03R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,132,Deçan
1,0105C,0105C/03R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,33,Deçan
1,0105C,0105C/04R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,49,Deçan
1,0105C,0105C/05D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,34,Deçan
1,0105C,0105C/05D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,102,Deçan
1,0105C,0105C/04R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,81,Deçan
1,0106C,0106C/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,29,Deçan
1,0106C,0106C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,23,Deçan
1,0106C,0106C/02R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,33,Deçan
1,0106C,0106C/03D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,16,Deçan
1,0106C,0106C/03D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,19,Deçan
1,0106C,0106C/02R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,224,Deçan
1,0106C,0106C/01R,ISA ELEZAJ,130,ISA ELEZAJ,12,Deçan
1,0106C,0106C/02R,ISA ELEZAJ,130,ISA ELEZAJ,6,Deçan
1,0106C,0106C/02R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,15,Deçan
1,0106C,0106C/03D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,147,Deçan
1,0106C,0106C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,196,Deçan
1,0106C,0106C/02R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0106C,0106C/03D,ISA ELEZAJ,130,ISA ELEZAJ,7,Deçan
1,0106C,0106C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,50,Deçan
1,0106C,0106C/03D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,0107C,0107C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,1,Deçan
1,0107C,0107C/02D,ISA ELEZAJ,130,ISA ELEZAJ,2,Deçan
1,0107C,0107C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,21,Deçan
1,0107C,0107C/02D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,28,Deçan
1,0107C,0107C/02D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,20,Deçan
1,0107C,0107C/01R,ISA ELEZAJ,130,ISA ELEZAJ,0,Deçan
1,0107C,0107C/02D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,313,Deçan
1,0107C,0107C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,257,Deçan
1,0107C,0107C/02D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,2,Deçan
1,0107C,0107C/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0108C,0108C/02R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,9,Deçan
1,0108C,0108C/03R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,52,Deçan
1,0108C,0108C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,169,Deçan
1,0108C,0108C/05D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,42,Deçan
1,0108C,0108C/01R,ISA ELEZAJ,130,ISA ELEZAJ,7,Deçan
1,0108C,0108C/02R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,76,Deçan
1,0108C,0108C/02R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,115,Deçan
1,0108C,0108C/03R,ISA ELEZAJ,130,ISA ELEZAJ,9,Deçan
1,0108C,0108C/05D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,130,Deçan
1,0108C,0108C/03R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,0108C,0108C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,131,Deçan
1,0108C,0108C/04R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,100,Deçan
1,0108C,0108C/05D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,1,Deçan
1,0108C,0108C/02R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,74,Deçan
1,0108C,0108C/04R,ISA ELEZAJ,130,ISA ELEZAJ,13,Deçan
1,0108C,0108C/02R,ISA ELEZAJ,130,ISA ELEZAJ,13,Deçan
1,0108C,0108C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,5,Deçan
1,0108C,0108C/05D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,29,Deçan
1,0108C,0108C/03R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,159,Deçan
1,0108C,0108C/04R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,45,Deçan
1,0108C,0108C/04R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,94,Deçan
1,0108C,0108C/03R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,60,Deçan
1,0108C,0108C/04R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,3,Deçan
1,0108C,0108C/05D,ISA ELEZAJ,130,ISA ELEZAJ,10,Deçan
1,0108C,0108C/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,61,Deçan
1,0110C,0110C/03D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,238,Deçan
1,0110C,0110C/03D,ISA ELEZAJ,130,ISA ELEZAJ,1,Deçan
1,0110C,0110C/03D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,1,Deçan
1,0110C,0110C/01R,ISA ELEZAJ,130,ISA ELEZAJ,2,Deçan
1,0110C,0110C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,186,Deçan
1,0110C,0110C/02R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,43,Deçan
1,0110C,0110C/02R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,259,Deçan
1,0110C,0110C/02R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,7,Deçan
1,0110C,0110C/03D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,51,Deçan
1,0110C,0110C/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,28,Deçan
1,0110C,0110C/03D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,32,Deçan
1,0110C,0110C/02R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,59,Deçan
1,0110C,0110C/02R,ISA ELEZAJ,130,ISA ELEZAJ,5,Deçan
1,0110C,0110C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,9,Deçan
1,0110C,0110C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,61,Deçan
1,0111C,0111C/03D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,19,Deçan
1,0111C,0111C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,44,Deçan
1,0111C,0111C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,182,Deçan
1,0111C,0111C/02R,ISA ELEZAJ,130,ISA ELEZAJ,5,Deçan
1,0111C,0111C/02R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,7,Deçan
1,0111C,0111C/01R,ISA ELEZAJ,130,ISA ELEZAJ,3,Deçan
1,0111C,0111C/02R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,14,Deçan
1,0111C,0111C/03D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,12,Deçan
1,0111C,0111C/03D,ISA ELEZAJ,130,ISA ELEZAJ,8,Deçan
1,0111C,0111C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,4,Deçan
1,0111C,0111C/03D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,178,Deçan
1,0111C,0111C/02R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,44,Deçan
1,0111C,0111C/02R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,174,Deçan
1,0111C,0111C/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,21,Deçan
1,0111C,0111C/03D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,11,Deçan
1,0112C,0112C/02D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,27,Deçan
1,0112C,0112C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,161,Deçan
1,0112C,0112C/02D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,7,Deçan
1,0112C,0112C/02D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,17,Deçan
1,0112C,0112C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,3,Deçan
1,0112C,0112C/01R,ISA ELEZAJ,130,ISA ELEZAJ,2,Deçan
1,0112C,0112C/02D,ISA ELEZAJ,130,ISA ELEZAJ,3,Deçan
1,0112C,0112C/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,16,Deçan
1,0112C,0112C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,33,Deçan
1,0112C,0112C/02D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,115,Deçan
1,0113C,0113C/02D,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,42,Deçan
1,0113C,0113C/02D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,21,Deçan
1,0113C,0113C/01R,ISA ELEZAJ,130,ISA ELEZAJ,2,Deçan
1,0113C,0113C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,39,Deçan
1,0113C,0113C/01R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,27,Deçan
1,0113C,0113C/02D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,40,Deçan
1,0113C,0113C/02D,ISA ELEZAJ,130,ISA ELEZAJ,1,Deçan
1,0113C,0113C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,198,Deçan
1,0113C,0113C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,11,Deçan
1,0113C,0113C/02D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,209,Deçan
1,0114C,0114C/03D,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,134,Deçan
1,0114C,0114C/02R,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,37,Deçan
1,0114C,0114C/01R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,6,Deçan
1,0114C,0114C/02R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,148,Deçan
1,0114C,0114C/03D,ISA ELEZAJ,130,ISA ELEZAJ,2,Deçan
1,0114C,0114C/02R,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,7,Deçan
1,0114C,0114C/03D,ARDIANA QORRAJ,177,PARTIA DEMOKRATIKE E KOSOVËS,3,Deçan
1,0114C,0114C/01R,BASHKIM RAMOSAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,139,Deçan
1,0114C,0114C/01R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,63,Deçan
1,0114C,0114C/02R,HYRI DOBRUNAJ,160,LIDHJA DEMOKRATIKE E KOSOVËS,60,Deçan
1,0114C,0114C/03D,ORGES TAFILAJ,144,LËVIZJA VETËVENDOSJE!,26,Deçan
1,0114C,0114C/01R,ISA ELEZAJ,130,ISA ELEZAJ,16,Deçan
