id,Polling Center,Candidate,Party_ID,Party,Votes,Municipality
2,0203C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,43,Gjakovë
2,0203C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,1127,Gjakovë
2,0203C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,42,Gjakovë
2,0203X,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,36,Gjakovë
2,0203X,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,601,Gjakovë
2,0203X,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,18,Gjakovë
2,0203X,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,53,Gjakovë
2,0203X,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,997,Gjakovë
2,0203X,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,36,Gjakovë
2,0204C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,55,Gjakovë
2,0204C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,1040,Gjakovë
2,0204C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,20,Gjakovë
2,0204C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,56,Gjakovë
2,0204C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,1640,Gjakovë
2,0204C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,57,Gjakovë
2,0205C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,73,Gjakovë
2,0205C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,1331,Gjakovë
2,0205C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,49,Gjakovë
2,0205C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,104,Gjakovë
2,0205C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,1951,Gjakovë
2,0205C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,119,Gjakovë
2,0206C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,38,Gjakovë
2,0206C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,277,Gjakovë
2,0206C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,7,Gjakovë
2,0206C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,6,Gjakovë
2,0206C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,94,Gjakovë
2,0206C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,59,Gjakovë
2,0207C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,37,Gjakovë
2,0207C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,539,Gjakovë
2,0207C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,66,Gjakovë
2,0207C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,6,Gjakovë
2,0207C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,128,Gjakovë
2,0207C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,38,Gjakovë
2,0208C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,23,Gjakovë
2,0208C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,468,Gjakovë
2,0208C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,12,Gjakovë
2,0208C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,329,Gjakovë
2,0208C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,85,Gjakovë
2,0208C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,25,Gjakovë
2,0209C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,18,Gjakovë
2,0209C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,259,Gjakovë
2,0209C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,3,Gjakovë
2,0209C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,2,Gjakovë
2,0209C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,34,Gjakovë
2,0209C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,85,Gjakovë
2,0210C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,52,Gjakovë
2,0210C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,588,Gjakovë
2,0210C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,12,Gjakovë
2,0210C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,10,Gjakovë
2,0210C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,177,Gjakovë
2,0210C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,52,Gjakovë
2,0211C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,6,Gjakovë
2,0211C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,335,Gjakovë
2,0211C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,3,Gjakovë
2,0211C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,59,Gjakovë
2,0211C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,62,Gjakovë
2,0211C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,15,Gjakovë
2,0212C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,119,Gjakovë
2,0212C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,289,Gjakovë
2,0212C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,24,Gjakovë
2,0212C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,3,Gjakovë
2,0212C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,296,Gjakovë
2,0212C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,750,Gjakovë
2,0213C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,25,Gjakovë
2,0213C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,560,Gjakovë
2,0213C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,0,Gjakovë
2,0213C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,3,Gjakovë
2,0213C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,90,Gjakovë
2,0213C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,49,Gjakovë
2,0214C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,54,Gjakovë
2,0214C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,693,Gjakovë
2,0214C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,13,Gjakovë
2,0214C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,72,Gjakovë
2,0214C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,129,Gjakovë
2,0214C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,93,Gjakovë
2,0215C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,46,Gjakovë
2,0215C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,466,Gjakovë
2,0215C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,23,Gjakovë
2,0215C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,119,Gjakovë
2,0215C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,158,Gjakovë
2,0215C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,15,Gjakovë
2,0216C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,5,Gjakovë
2,0216C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,300,Gjakovë
2,0216C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,2,Gjakovë
2,0216C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,227,Gjakovë
2,0216C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,43,Gjakovë
2,0216C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,40,Gjakovë
2,0217C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,8,Gjakovë
2,0217C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,130,Gjakovë
2,0217C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,0,Gjakovë
2,0217C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,0,Gjakovë
2,0217C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,22,Gjakovë
2,0217C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,7,Gjakovë
2,0218C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,17,Gjakovë
2,0218C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,315,Gjakovë
2,0218C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,8,Gjakovë
2,0218C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,1,Gjakovë
2,0218C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,28,Gjakovë
2,0218C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,31,Gjakovë
2,0219C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,10,Gjakovë
2,0219C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,261,Gjakovë
2,0219C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,5,Gjakovë
2,0219C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,186,Gjakovë
2,0219C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,43,Gjakovë
2,0219C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,10,Gjakovë
2,0220C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,11,Gjakovë
2,0220C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,298,Gjakovë
2,0220C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,2,Gjakovë
2,0220C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,9,Gjakovë
2,0220C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,35,Gjakovë
2,0220C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,2,Gjakovë
2,0221C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,27,Gjakovë
2,0221C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,444,Gjakovë
2,0221C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,0,Gjakovë
2,0221C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,3,Gjakovë
2,0221C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,90,Gjakovë
2,0221C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,60,Gjakovë
2,0222C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,31,Gjakovë
2,0222C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,573,Gjakovë
2,0222C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,4,Gjakovë
2,0222C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,207,Gjakovë
2,0222C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,112,Gjakovë
2,0222C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,38,Gjakovë
2,0223C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,27,Gjakovë
2,0223C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,414,Gjakovë
2,0223C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,10,Gjakovë
2,0223C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,40,Gjakovë
2,0223C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,172,Gjakovë
2,0223C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,46,Gjakovë
2,0224C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,9,Gjakovë
2,0224C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,361,Gjakovë
2,0224C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,11,Gjakovë
2,0224C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,172,Gjakovë
2,0224C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,63,Gjakovë
2,0224C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,48,Gjakovë
2,0225C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,120,Gjakovë
2,0225C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,867,Gjakovë
2,0225C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,20,Gjakovë
2,0225C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,7,Gjakovë
2,0225C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,148,Gjakovë
2,0225C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,74,Gjakovë
2,0226C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,5,Gjakovë
2,0226C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,357,Gjakovë
2,0226C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,4,Gjakovë
2,0226C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,440,Gjakovë
2,0226C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,92,Gjakovë
2,0226C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,19,Gjakovë
2,0227C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,2,Gjakovë
2,0227C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,280,Gjakovë
2,0227C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,17,Gjakovë
2,0227C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,24,Gjakovë
2,0227C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,47,Gjakovë
2,0227C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,22,Gjakovë
2,0228C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,18,Gjakovë
2,0228C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,290,Gjakovë
2,0228C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,4,Gjakovë
2,0228C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,4,Gjakovë
2,0228C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,88,Gjakovë
2,0228C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,20,Gjakovë
2,0229C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,79,Gjakovë
2,0229C,ARDIAN GJINI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,223,Gjakovë
2,0229C,FAZLI HOXHA,119,NISMA SOCIALDEMOKRATE,7,Gjakovë
2,0229C,FERDINAND KOLAJ,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,152,Gjakovë
2,0229C,MIMOZA KUSARI-LILA,144,LËVIZJA VETËVENDOSJE!,80,Gjakovë
2,0229C,TEKI SHALA,160,LIDHJA DEMOKRATIKE E KOSOVËS,31,Gjakovë
2,0230C,ARBENESHA KUQI,177,PARTIA DEMOKRATIKE E KOSOVËS,4,Gjakovë
